1626681600 98
1626681720 118.5
1626681840 113
1626681960 120
1626682080 104.5
1626682200 119.5
1626682320 108.5
1626682440 97
1626682560 117
1626682680 106.5
1626682800 120
1626682920 110
1626683040 115
1626683160 126
1626683280 128
1626683400 426
1626683520 117
1626683640 137
1626683760 123.5
1626683880 115.5
1626684000 138.5
1626684120 120
1626684240 141
1626684360 148.5
1626684480 122.5
1626684600 134
1626684720 320.5
1626684840 134.5
1626684960 129
1626685080 122.5
1626685200 133
1626685320 136.5
1626685440 128.5
1626685560 129
1626685680 133.5
1626685800 126
1626685920 125.5
1626686040 118
1626686160 128
1626686280 119.5
1626686400 325
1626686520 132.5
1626686640 132
1626686760 119
1626686880 123
1626687000 137
1626687120 366
1626687240 116.5
1626687360 138.5
1626687480 119.5
1626687600 106
1626687720 620.5
1626687840 711.5
1626687960 343
1626688080 124
1626688200 131.5
1626688320 312.5
1626688440 134
1626688560 1549.5
1626688680 1649
1626688800 139
1626688920 749
1626689040 1634.5
1626689160 5022
1626689280 1729
1626689400 205.5
1626689520 272
1626689640 122.5
1626689760 120.5
1626689880 411
1626690000 259
1626690120 136
1626690240 156
1626690360 123.5
1626690480 258
1626690600 174
1626690720 184.5
1626690840 135
1626690960 177.5
1626691080 115
1626691200 121
1626691320 124.5
1626691440 108
1626691560 107
1626691680 111.5
1626691800 118
1626691920 1701.5
1626692040 1019.5
1626692160 111.5
1626692280 114
1626692400 120
1626692520 320.5
1626692640 1461
1626692760 517.5
1626692880 125.5
1626693000 123
1626693120 116
1626693240 146
1626693360 118.5
1626693480 102
1626693600 104
1626693720 98
1626693840 113
1626693960 264.5
1626694080 273
1626694200 129
1626694320 111
1626694440 127.5
1626694560 122.5
1626694680 104
1626694800 118
1626694920 135.5
1626695040 114.5
1626695160 128.5
1626695280 114
1626695400 121.5
1626695520 119.5
1626695640 114.5
1626695760 117
1626695880 133
1626696000 117.5
